Vx,Vy,wp,w1,w2,w3
33.56381802352752,-11.534030954107564,8.325588661724046,958.5337154056996,254.34800184513233,487.5129685203913
5.058847565260326,32.265065547514475,10.235657942902447,755.8775886006738,993.4376103998726,341.1866356023672
26.464711769511155,20.447894294798207,9.81517625855754,977.0871924788297,720.449433840266,307.08721808100177
22.53759249590943,19.74207564223244,7.828188798166906,795.9801264650122,600.9604160570852,201.8666016276844
5.919145807584119,-3.791858733929394,3.817267009117656,328.9604362882326,187.00673479561024,263.6606486659451
15.80516472122703,-32.78684590613254,12.157211741234605,1012.1193229770931,404.0181280234218,1066.8170977424822
1.560314922780075,26.556102717240123,9.602533405594494,671.9424242033205,913.0469468615992,376.2048983421322
26.883503700720688,6.487142455451721,10.591249846872046,1034.80942330143,629.7288146730247,498.58868157806427
16.187488566998596,-45.859698161395926,10.292948746455119,889.6642956958696,142.7333185631004,1069.8051320587376
2.3991743603947633,17.187696792773973,13.229687338080051,928.6662776362353,1060.3918484414112,712.9358058959036
-33.83089865871766,-1.405682774960491,6.9418881489058535,77.74452019702596,655.8153280357795,684.2317575289677
-3.6104953147035026,7.533555943487318,13.45434413954319,873.8196676800451,1013.175663488237,860.8818706677952
40.289935437655785,-2.16606437726601,5.7753728786953085,863.4203831827048,136.16880004645756,179.95664233257816
2.181595771915318,27.769316735715854,5.78519827708357,419.31304078310666,661.8035714271516,100.43592493474749
-9.559067503231384,0.30591314006852954,11.979111225301644,703.9592590670677,874.4023491102873,868.2181948112909
-10.513842261586928,19.872683423388086,10.254178105385366,575.383915839346,960.3172632057473,558.5831611733518
16.21388094030678,-37.07623866969816,10.321566670811087,891.9206119673973,233.30812442561262,982.8188538714579
24.67567950780138,-12.30494774498711,6.750823670683081,747.5885126426214,191.21563596075595,439.96498840453177
11.93066562280882,43.36291149052461,11.023940020473646,889.7465689643603,1119.1750291202086,242.57673899426666
-4.589891489296167,10.618091181553037,2.724074362688916,131.8821275878677,319.56200083457503,104.91311647207974
-39.32023091630869,-10.073126553218044,10.216867140873491,236.63401642860998,823.1989137910489,1026.8311241121355
15.956300664427832,-22.15554701574691,6.369461154025313,619.8586807733576,116.56948394384634,564.4525702779483
11.166201628138419,-10.110349116103064,9.394512573111289,769.8943478121242,472.21482797142147,676.5995070234471
-23.12477519358703,-17.48374497010991,10.674474654000724,456.81053907825435,684.9366034987631,1038.3773762463534
1.9886908623443507,-20.521271946991703,5.327947641257591,385.93238536317295,143.69350053882866,558.5390743622839
