Vx,Vy,wp,w1,w2,w3
-9.42510939072455,-6.953163986690123,7.588158150946881,406.59078626182554,501.3161179119593,641.8770593291358
28.22816788048128,39.73367210437087,9.78165636958364,995.3871255448719,902.8112508846591,99.57946063166212
13.20295239602465,17.082261243991688,10.374127676742193,860.3572772263872,801.8749228848145,456.55030137641234
3.6979792861809644,26.48667251598937,7.892226602525676,580.4558048189674,783.4343645691666,247.9958748423975
0.7552139283898729,3.996837414088123,9.682059749282898,667.9598771726774,695.1371331011944,614.3394946892389
2.7403581953379885,27.64648725047925,8.439901853154234,606.5642767736729,838.0310060828147,279.1464058858372
-2.2138810838078467,-30.16808908514155,8.589859180642964,558.9505077769531,292.77913482112524,902.6389066720267
-9.151903395711773,-18.633540101348117,4.613973977976713,207.2998173636985,179.18042391664991,555.8647569186938
5.944415425284307,21.016189162361925,6.225141983758303,493.1812258249392,601.5373448408859,176.68682508933657
5.449098328458904,28.05639914235664,11.914380608380998,874.7182034634363,1062.906165741875,495.7350356240336
-24.91284941300008,37.641604292094705,5.649339347386048,93.83480159580407,910.4550547581199,149.51523716174526
-10.580655043614843,8.867572945247598,6.773999221417327,337.6768215535304,612.5435474789796,433.28207692321024
21.67693609674058,-14.054451411015997,7.81694087103711,785.1693453710725,263.61214881699584,547.7284051308013
-39.318126806858224,-32.14871783352038,7.919863815077044,80.28075293263595,443.67543869243775,1093.574398746432
-15.537617661802006,-7.825499607431983,11.400714853786898,594.804753191176,787.7247308774583,945.9202795493935
-23.43689506417092,14.810381759881203,10.976493723817013,473.72884852445185,1033.7384381801483,734.3407529103015
-4.967606826252538,-28.461454681452878,9.284545665461595,574.1043775211274,373.3927440322405,948.7522309917437
-17.38889193527855,-13.07825728970501,12.619098294525983,656.1442562972849,828.3812936646833,1092.763402335769
8.432282861881937,-16.921562891860674,13.821229037553566,1039.3524752463084,720.6901097580753,1062.766150950673
21.81004394997515,-3.4890577138754315,6.575696059728172,702.2201185905053,285.1243890346151,355.6570613345887
-20.431577081200892,18.227512709927712,6.478954752705633,202.61679023051792,744.5514687624374,376.07513897856285
14.63300820302994,-40.31122994523646,9.755698513597943,834.9459024253504,171.31151332085219,986.2188622102254
9.304169056859362,10.159567883736472,6.8480917751074735,574.8039629651388,514.6052962085623,309.2256404341137
5.338813699628819,-43.83754301203045,8.146856586544988,616.941547353904,80.37812600236418,966.5712787860593
-36.132882569306446,-9.386441816218808,10.575137144189554,298.22539850829406,835.9300497999369,1025.6806584107544
22.83768852848241,4.289162914002758,8.691085500827299,858.2278502154319,501.76099483810606,415.0538816105267
16.348644409879988,-7.780561910518879,11.11659168678101,947.6180389874161,582.7580484742342,740.0451639500999
45.184327072930884,9.188258471335786,6.693214433777254,983.0303900772825,284.85852686472384,99.11427242350287
26.87745102929864,15.80981573613799,8.5836653936446,898.064323104338,587.3204301666116,267.71879445695396
20.405999113507782,3.237082762149085,6.702881904433766,694.4916947723366,369.9624255650249,304.52352589805696
